Category,Product Name,New Descriptive Name,Specs,Original Path,Product URL
chairs,NET MIT LEHNE - Black,net_mit_lehne_black_chrome_plated,Length/dept: 59 cm; Width: 54 cm; Height: 81 cm; Sit height: 46 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: Chrome Plated; Sustainable: No; Designer: Daniele Molteni; Seating: Texplast; Backrest color: Black,jmt_cad_files/chairs/NET_MA.zip,https://www.jmt.de/en_GB/catalogue/net-mit-lehne-black-dh-140161
chairs,NET MIT LEHNE - Light-Grey,net_mit_lehne_light_grey_chrome_plated,Length/dept: 59 cm; Width: 54 cm; Height: 81 cm; Sit height: 46 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Grey; Color Name: Light-Grey; Frame: Chrome Plated; Sustainable: No; Designer: Daniele Molteni; Seating: Texplast; Backrest color: Light-Grey,jmt_cad_files/chairs/NET_MA.zip,https://www.jmt.de/en_GB/catalogue/net-mit-lehne-light-grey-dh-140159
chairs,OBJEKTA - Black,objekta_black_chrome_plated,Length/dept: 56 cm; Width: 53 cm; Height: 81 cm; Sit height: 46 cm; Stackable: Yes; Swivel: No; Linkable: Yes; Color: Black; Color Name: Black; Frame: Chrome Plated; Sustainable: No; Designer: Giancarlo Piretti; Seating: Upholstered; Backrest color: Black,jmt_cad_files/chairs/objekta_HO11563.zip,https://www.jmt.de/en_GB/catalogue/objekta-black-dh-11563
chairs,PASS - Grey,pass_grey_chrome_frosted,Length/dept: 56 cm; Width: 59 cm; Height: 67 cm; Sit height: 46 cm; Stackable: No; Swivel: Yes; Linkable: No; Color: Grey; Color Name: Grey; Frame: chrome frosted; Sustainable: No; Designer: Hee Welling; Seating: Upholstery; Backrest color: Grey,jmt_cad_files/chairs/pass.zip,https://www.jmt.de/en_GB/catalogue/pass-grey-dh-107538
chairs,PITCH - Black,pitch_black_aluminium,Length/dept: 61 cm; Width: 45 cm; Height: 82 cm; Sit height: 44 cm; Stackable: No; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: Aluminium; Sustainable: No; Seating: artificial leather; Backrest color: Black,jmt_cad_files/chairs/pitch.zip,https://www.jmt.de/en_GB/catalogue/pitch-black-dh-107541
chairs,PITCH - White,pitch_white_aluminium,Length/dept: 61 cm; Width: 45 cm; Height: 82 cm; Sit height: 44 cm; Stackable: No; Swivel: No; Linkable: No; Color: White; Color Name: White; Frame: Aluminium; Sustainable: No; Seating: artificial leather; Backrest color: White,jmt_cad_files/chairs/pitch.zip,https://www.jmt.de/en_GB/catalogue/pitch-white-dh-107542
chairs,PLANA - Black,plana_black_plastic,Length/dept: 51 cm; Width: 49 cm; Height: 79 cm; Sit height: 45 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: Plastic; Frame color: Black; Sustainable: No; Designer: Lucidi Pevere; Seating: Plastic; Backrest color: Black,jmt_cad_files/chairs/plana.zip,https://www.jmt.de/en_GB/catalogue/plana-black-dh-18185
chairs,SEVILLA - Black,sevilla_black_laquered_metal,Length/dept: 46 cm; Width: 46 cm; Height: 78 cm; Sit height: 46 cm; Stackable: No; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: laquered metal; Frame color: Black; Sustainable: No; Designer: Justus Kolberg; Seating: Plastic; Backrest color: Black,jmt_cad_files/chairs/sevilla.zip,https://www.jmt.de/en_GB/catalogue/sevilla-black-dh-17433
chairs,SEVILLA KS - White,sevilla_ks_white_coated_metal,Length/dept: 49 cm; Width: 46 cm; Height: 76 cm; Sit height: 47 cm; Stackable: No; Swivel: No; Linkable: No; Color: White; Color Name: White; Frame: coated metal; Frame color: Light-Grey; Sustainable: No; Designer: Justus Kolberg; Seating: PVC; Backrest color: White,jmt_cad_files/chairs/sevilla.zip,https://www.jmt.de/en_GB/catalogue/sevilla-ks-white-dh-140205
chairs,SIM - White,sim_white_chrome_plated,Length/dept: 52 cm; Width: 51 cm; Height: 81 cm; Sit height: 42 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: White; Color Name: White; Frame: Chrome Plated; Sustainable: No; Designer: Jasper Morrison; Seating: Plastic; Backrest color: White,jmt_cad_files/chairs/sim.zip,https://www.jmt.de/en_GB/catalogue/sim-white-dh-18999
chairs,THIN OL - White,thin_ol_white_stainless_steel,Length/dept: 52 cm; Width: 52 cm; Height: 78 cm; Sit height: 44 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: White; Color Name: White; Frame: Stainless steel; Sustainable: No; Designer: Karri Monni; Seating: laquered wood; Backrest color: White,jmt_cad_files/chairs/thin.zip,https://www.jmt.de/en_GB/catalogue/thin-ol-white-dh-18320
chairs,VADA / TOM VAC - Black,vada_tom_vac_black_chrome_plated,Length/dept: 57 cm; Width: 64 cm; Height: 75 cm; Sit height: 43 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: Chrome Plated; Sustainable: No; Designer: Ron Arad; Seating: Plastic; Backrest color: Black,jmt_cad_files/chairs/vada__tom_vac.zip,https://www.jmt.de/en_GB/catalogue/vada-tom-vac-black-dh-11327
chairs,VADA / TOM VAC - White,vada_tom_vac_white_chrome_plated,Length/dept: 57 cm; Width: 64 cm; Height: 75 cm; Sit height: 43 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: White; Color Name: White; Frame: Chrome Plated; Sustainable: No; Designer: Ron Arad; Seating: Plastic; Backrest color: White,jmt_cad_files/chairs/vada__tom_vac.zip,https://www.jmt.de/en_GB/catalogue/vada-tom-vac-white-dh-11761
chairs,VITA - Black,vita_black_chrome_plated,Length/dept: 57 cm; Width: 55 cm; Height: 81 cm; Sit height: 45 cm; Stackable: No; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: Chrome Plated; Sustainable: No; Seating: artificial leather; Backrest color: Black,jmt_cad_files/chairs/vita.zip,https://www.jmt.de/en_GB/catalogue/vita-black-dh-17468
chairs,VITA - Sand-Colour,vita_sand_colour_chrome_plated,Length/dept: 57 cm; Width: 55 cm; Height: 81 cm; Sit height: 45 cm; Stackable: No; Swivel: No; Linkable: No; Color: Beige; Color Name: Sand-Colour; Frame: Chrome Plated; Sustainable: No; Seating: artificial leather; Backrest color: Sand-Colour,jmt_cad_files/chairs/vita.zip,https://www.jmt.de/en_GB/catalogue/vita-sand-colour-dh-17469
chairs,VITA - White,vita_white_chrome_plated,Length/dept: 57 cm; Width: 55 cm; Height: 81 cm; Sit height: 45 cm; Stackable: No; Swivel: No; Linkable: No; Color: White; Color Name: White; Frame: Chrome Plated; Sustainable: No; Seating: artificial leather; Backrest color: White,jmt_cad_files/chairs/vita.zip,https://www.jmt.de/en_GB/catalogue/vita-white-dh-104448
chairs,Xavier - Galvanized,xavier_galvanized_laquered_metal,Length/dept: 50 cm; Width: 44 cm; Height: 85 cm; Sit height: 44 cm; Stackable: Yes; Swivel: No; Linkable: No; Color: Metal / transparent; Color Name: Galvanized; Frame: laquered metal; Frame color: Galvanized; Sustainable: No; Seating: laquered metal,jmt_cad_files/chairs/xavier.zip,https://www.jmt.de/en_GB/catalogue/xavier-galvanized-dh-109562
armchairs-sofas-and-lounges,AIKO (KUNSTLEDER) - White,aiko_kunstleder_white_chrome_plated,Length/dept: 57 cm; Width: 66 cm; Height: 69 cm; Sit height: 46 cm; Stackable: No; Swivel: No; Linkable: No; Color: White; Color Name: White; Frame: Chrome Plated; Sustainable: No; Designer: Susanne Gronlund; Seating: artificial leather; Backrest color: White,jmt_cad_files/armchairs-sofas-and-lounges/aiko_(kunstleder).zip,https://www.jmt.de/en_GB/catalogue/aiko-kunstleder-white-dh-104546
armchairs-sofas-and-lounges,ALCOVE - Anthracite,alcove_anthracite_chrome_plated,Length/dept: 84 cm; Width: 164 cm; Height: 136 cm; Sit height: 46 cm; Stackable: No; Swivel: No; Linkable: No; Color: Grey; Color Name: Anthracite; Frame: Chrome Plated; Sustainable: No; Designer: Ronan & Erwan Bouroullec; Seating: Upholstered; Backrest color: Anthracite,jmt_cad_files/armchairs-sofas-and-lounges/alcove.zip,https://www.jmt.de/en_GB/catalogue/alcove-anthracite-dh-104461
armchairs-sofas-and-lounges,ALCOVE - Red,alcove_red_chrome_plated,Length/dept: 84 cm; Width: 164 cm; Height: 136 cm; Sit height: 46 cm; Stackable: No; Swivel: No; Linkable: No; Color: Red; Color Name: Red; Frame: Chrome Plated; Sustainable: No; Designer: Ronan & Erwan Bouroullec; Seating: Upholstered; Backrest color: Red,jmt_cad_files/armchairs-sofas-and-lounges/alcove.zip,https://www.jmt.de/en_GB/catalogue/alcove-red-dh-104462
armchairs-sofas-and-lounges,AVILA - Black,avila_black_upholstered,Length/dept: 57 cm; Width: 55 cm; Height: 75 cm; Sit height: 42 cm; Stackable: No; Swivel: No; Linkable: No; Color: Black; Color Name: Black; Frame: Upholstered; Frame color: Black; Sustainable: No; Designer: Martin Azúa; Seating: Upholstered; Backrest color: Petrol,jmt_cad_files/armchairs-sofas-and-lounges/avila.zip,https://www.jmt.de/en_GB/catalogue/avila-black-dh-112112
